"days","Cat_1","Cat_2","StartTime","total_StartTime","average_duration","std_duration","proportion_StartTime","Activity","Var_1","Var_2"
"Wednesday","(25,44]","HS_2",6,13676.9624918516,5,0,0.0183667303435281,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",8,49588.9653351346,10,0,0.0665927946258243,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",9,62710.3622696236,60,7.10542751324039e-15,0.0842134585246787,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",11,149191.764890044,21.3395683731399,8.24707845462503,0.200348938358425,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",12,74583.922251217,45,0,0.100158407889683,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",13,57139.3085525302,30,3.55271376420758e-15,0.0767321159815428,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",14,65488.7024217555,30,3.55271375331872e-15,0.0879444788010891,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",16,88222.243178978,38.4540949723878,3.61513877032445,0.11847324665362,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",17,96684.9536238159,18.1803100873691,9.8330428336924,0.129837781784012,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",18,13676.9624918516,15,1.77635701780616e-15,0.0183667303435281,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",20,13638.320927761,30,3.55271403662328e-15,0.0183148387639374,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_2",21,60057.1544836236,20,0,0.080650477930132,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",7,22618.7187371731,5,0,0.111827468996693,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",11,29163.0923539478,30,0,0.144183003641982,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",12,23959.5023559533,30,0,0.118456334243335,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",13,22618.7187371731,30,0,0.111827468996693,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",17,52122.5819155659,14.3395238504903,4.95618528211211,0.257695251482623,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_3",18,51781.8110911209,39.0797954626526,12.3997683225745,0.256010472638675,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",8,43670.6742964588,340,0,0.0531815361503797,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",9,18062.7157382637,120,0.0000000000000142108557959037,0.0219965225058684,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",10,99111.7456868819,30,0,0.120696897199079,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",11,21800.0774533901,30,0,0.0265478293121422,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",12,67973.9488088132,22.8611357940353,7.49130050167594,0.0827777238180426,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",15,99111.7456868819,30,0,0.120696897199079,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",16,18062.7157382637,30,3.55271394897592e-15,0.0219965225058684,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",17,21800.0774533901,45,0,0.0265478293121422,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",18,147050.16481797,51.9338743736275,26.0761789263944,0.179075633297934,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",19,137619.192357901,49.7599473825082,6.98155517248136,0.167590726987269,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",20,47787.5292502555,15,0,0.0581949845131169,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(25,44]","HS_>3",22,99111.7456868819,60,0,0.120696897199079,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_1",4,22079.5562646319,240,0,0.333333333333333,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_1",13,22079.5562646319,10,0,0.333333333333333,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_1",15,22079.5562646319,15,0,0.333333333333333,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",6,38284.7261648269,26.3243186950301,4.82142942104349,0.0349317789008269,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",7,52828.8837180907,10,0,0.0482021701728471,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",8,70771.0904225302,26.8971389089955,23.6504474345194,0.0645730120300948,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",9,85308.523112978,225,224.000003606818,0.0778372673976811,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",10,85736.8855716951,15,1.77635686786e-15,0.0782281141973394,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",11,74987.2349517747,35,0,0.0684199098210161,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",12,75934.9990322363,46.1178780797534,30.2617133929502,0.0692846694425501,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",13,106895.460714151,42.0889571910145,19.0646441256818,0.0975336373856401,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",15,85432.4429789506,46.2890168311519,12.4412027048089,0.0779503344558321,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",17,42654.261556489,15,0,0.0389186336988405,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",18,150884.08799672,22.8536874264491,9.33751669051005,0.137669774072894,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",19,91406.8151867225,10,0,0.0834014756794794,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_2",20,134860.174483527,40.5347483907176,37.5085883966625,0.123049222744958,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_3",5,64230.2841075082,30,0,0.25,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_3",10,64230.2841075082,15,0,0.25,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_3",13,64230.2841075082,30,0,0.25,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_3",16,64230.2841075082,75,0,0.25,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_>3",12,97307.7716124039,15,3.5527137289517e-15,0.392697834444673,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_>3",18,75614.9075316758,15,1.77635687166969e-15,0.305153534475125,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_>3",19,21692.864080728,10,0,0.0875442999695477,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(44,64]","HS_>3",22,53177.449446033,75,0,0.214604331110654,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",7,16992.1885990714,30,3.55271396599728e-15,0.0697032492380041,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",9,11971.4834179451,15,0,0.049107934952844,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",10,34165.6863675,30,3.55271382163684e-15,0.140150242470324,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",11,29753.475557783,20,0,0.122051018349357,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",12,37502.7618139835,14.5309165984505,4.97794762704862,0.153839179608473,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",13,11971.4834179451,20,0,0.049107934952844,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",15,29753.475557783,10,0,0.122051018349357,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",17,20510.5732149121,15,0,0.0841359303704688,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",18,34165.6863675,30,3.55271382163684e-15,0.140150242470324,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_1",20,16992.1885990714,10,0,0.0697032492380041,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",4,32033.3183371621,290,0,0.0479157947789288,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",7,32635.0540410659,20,0,0.0488158777549083,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",9,70974.2843957143,22.2566848408475,2.48813142196273,0.106164126048131,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",10,41329.9701939093,60,0,0.0618218302951517,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",11,85399.4578047308,35,25.000000402118,0.127741461291449,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",12,70974.2843957143,24.5133696816951,4.97626284392546,0.106164126048131,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",15,42699.7289023654,10,0,0.0638707306457247,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",17,73965.0242349753,30,0,0.11063770805006,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",18,55046.1615824698,10,0,0.0823386623262661,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",19,81835.611900239,30,0,0.122410620846323,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_2",20,81640.6949609176,60,0,0.122119061914927,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_3",16,51262.7009935522,45,0,0.288304477381255,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_3",17,51262.7009935522,30,3.5527137739984e-15,0.288304477381255,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_3",19,37641.0535703462,25,3.55271380844888e-15,0.211695522618745,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_3",20,37641.0535703462,30,3.55271380844888e-15,0.211695522618745,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_>3",7,71623.8312794396,10,5.00000009589172,0.308198884675576,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_>3",9,44573.5899974643,15,0,0.191801115324424,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_>3",12,35811.9156397198,15,0,0.154099442337788,"Essential personal care","CohAge","HH_SIZE2"
"Wednesday","(64,85]","HS_>3",17,80385.5056371841,15,1.77635686975461e-15,0.345900557662212,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",0,51121.1019668187,20,0,0.133273402344831,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",10,51121.1019668187,30,3.55271377426209e-15,0.133273402344831,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",14,73148.4658135879,30,3.55271374551552e-15,0.190699036996681,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",17,51121.1019668187,40,0,0.133273402344831,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",19,73148.4658135879,30,3.55271374551552e-15,0.190699036996681,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_2",20,83920.4399923132,20,0,0.218781718972144,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_3",13,121029.595648429,10,0,0.5,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_3",19,121029.595648429,30,0,0.5,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",9,230979.390450569,60,0,0.196279284558369,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",10,203439.683547008,20,0,0.172876876415228,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",16,203439.683547008,15,0,0.172876876415228,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",17,230979.390450569,40,0,0.196279284558369,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",20,203439.683547008,20,0,0.172876876415228,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(14,25]","HS_>3",21,104511.61401892,30,0,0.0888108016375777,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_1",6,28665.4100989918,15,1.77635692452203e-15,0.181378057963575,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_1",7,33570.5018109945,20,0,0.212414628024283,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_1",12,33570.5018109945,30,0,0.212414628024283,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_1",16,28665.4100989918,25,0,0.181378057963575,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_1",19,33570.5018109945,15,0,0.212414628024283,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",0,45820.3944477418,10,0,0.0986684589762605,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",5,21768.8674501236,2,0,0.0468765193065254,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",9,45820.3944477418,30,0,0.0986684589762605,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",12,30595.7918489121,10,0,0.0658841912924512,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",13,135237.358500374,32.504462067692,10.7702487680468,0.291216649705415,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",18,21768.8674501236,15,0,0.0468765193065254,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",19,36290.2454542006,30,3.55271381327469e-15,0.0781464812338098,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",20,43363.0238891099,20,0,0.0933768204149563,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_2",21,83722.5104473434,11.8272141915856,2.40777063821069,0.180285900787796,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",5,64254.4356542802,3,2.00000004275585,0.189671042700816,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",6,32127.2178271401,5,0,0.0948355213504082,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",11,32127.2178271401,10,0,0.0948355213504082,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",13,19347.5290872527,60,0,0.0571114815389271,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",16,17014.9650003462,45,0,0.0502260446344543,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",18,78495.5732803709,26.9521646723553,7.18800446415786,0.231709096498687,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",20,76053.2995207253,18.1598071463281,2.41135952103696,0.224499810387371,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_3",22,19347.5290872527,60,0,0.0571114815389271,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",4,66052.5976124176,15,1.77635687634128e-15,0.0906570764602925,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",6,29470.4538363077,30,0,0.0404481471332083,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",8,70044.1340981978,30,3.55271374847231e-15,0.0961354534123807,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",9,66052.5976124176,15,1.77635687634128e-15,0.0906570764602925,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",11,33769.1632906786,15,0,0.0463481184556415,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",12,92297.7707254038,30,3.55271373167395e-15,0.126678531355661,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",13,70044.1340981978,60,7.10542749694461e-15,0.0961354534123807,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",14,53173.6899112473,15,0,0.0729807978218495,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",17,82126.6374714533,22.3355214569998,14.7614552596611,0.112718668482412,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",18,95523.0514487253,30,0,0.131105223593501,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(25,44]","HS_>3",20,70044.1340981978,40,0,0.0961354534123807,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",4,14897.394995044,20,0,0.016434634233152,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",5,43398.3257241181,60,0,0.0478765320946616,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",6,96387.6450596511,15.0703107709337,9.06844063971272,0.106333737655291,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",7,41902.2394917527,37.3757722957325,17.7309508611462,0.0462260670288994,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",8,14897.394995044,15,1.77635700319069e-15,0.016434634233152,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",9,57946.7743399121,126.757462308003,7.46315217697135,0.0639262127092873,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",10,41952.1541864615,15,0,0.046281132344055,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",11,74519.9607238599,47.3903475077065,71.132970116041,0.0822095606629833,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",12,120528.149142255,26.1140250170017,16.4019449629353,0.132965263162502,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",13,41002.2712265302,60,0,0.0452332324249101,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",14,23421.661339717,60,0,0.0258385064891589,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",15,27104.2575101978,15,1.77635692942488e-15,0.0299011040849393,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",16,83904.3083729231,8,7.00000011459942,0.0925622646881099,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",17,23421.661339717,20,0,0.0258385064891589,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",18,58230.1703373929,34.6567747340034,27.6035954389332,0.0642388519031387,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",19,61730.1370822967,33.4289436796177,17.477290940748,0.068099974824282,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_1",20,81218.9288345137,44.0731427299526,51.8834899572047,0.0895997849723187,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",2,32474.8337579341,30,0,0.0614979162482742,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",6,64780.5080967665,30,0,0.122675493619187,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",7,15728.5261733022,15,0,0.0297852667245205,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",12,168107.731692162,43.5965672713284,4.36827973211515,0.318347286435797,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",18,159373.672160854,25.0515893358353,4.99973389005129,0.301807510880131,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_2",20,87598.6974220934,20,0,0.16588652609209,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",6,35775.9336307115,40,0,0.0963164906325053,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",7,70651.0442136264,130.289492460986,92.8080644696547,0.190207772309173,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",11,63556.8566378764,23.4434478488803,7.44042394957315,0.171108696985576,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",12,53426.1328946813,13.0899717441124,2.42938956214012,0.143834614676951,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",18,69385.3934331676,37.1377518901339,7.49124679401709,0.186800368807188,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",19,35775.9336307115,30,0,0.0963164906325053,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_3",22,42870.1212064615,2,0,0.115415565956102,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_>3",2,104687.903638294,132.314228619977,159.886158581662,0.161602244984648,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_>3",11,61144.0121931758,20,0,0.094385399787216,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_>3",12,96476.4198720302,10,1.77635686469193e-15,0.14892652825745,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_>3",18,199019.929021868,36.0730066445562,23.2868073763688,0.307218563070496,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(44,64]","HS_>3",19,186483.921598151,120,0,0.287867263900189,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",3,22309.6562871868,5,0,0.0532523149433624,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",4,22309.6562871868,5,0,0.0532523149433624,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",6,30757.89672825,22.3415682724394,7.4983267739965,0.0734179488237523,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",7,40161.0207545879,21.4875473050827,4.77359451293484,0.0958628540995738,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",8,44063.5176284615,29.4061713470726,20.9938077826799,0.105177968143368,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",9,22309.6562871868,15,0,0.0532523149433624,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",11,30160.1348106648,25,3.55271384060686e-15,0.0719911134890154,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",14,41108.7321130522,32.3240302693222,9.63530965796327,0.0981250056579251,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",17,45863.9516224423,20,0,0.109475536731965,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",18,44929.8681390879,28.5635323219612,14.5234177188497,0.107245914401676,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",20,29957.1490704533,2,0,0.0715065941209171,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",21,29957.1490704533,5,0,0.0715065941209171,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_1",22,15054.0799164725,5,0,0.0359335255808026,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",6,51554.8310664918,15,1.77635688672948e-15,0.0512005641934109,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",7,144790.420004407,5.80034769274005,5.54622734473446,0.14379547058287,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",8,137022.02670906,32.654590570073,17.3187951853867,0.13608045898512,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",9,165759.42695028,45.7047113719875,17.8162861058886,0.164620385804095,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",11,38427.8713054863,15,0,0.038163808335539,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",12,102246.44268978,27.6477444090832,17.4993765551122,0.101543840687484,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",14,46151.0068668599,25,0,0.045833873194728,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",17,68646.489892294,17.2010315920173,2.48205925343817,0.0681747750826623,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",18,102246.44268978,57.8588078506305,42.4984859195581,0.101543840687484,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",19,73704.6149913187,22.8362526341028,7.49245862574477,0.0731981425047552,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",20,46151.0068668599,10,0,0.045833873194728,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_2",23,30218.6185868077,1,0,0.0300109667471234,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_3",11,81416.5580642857,30,0,0.5,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_3",18,81416.5580642857,30,0,0.5,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",8,26279.1355413242,20,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",9,105116.542165297,2.5,1.50000001960148,0.363636363636364,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",12,26279.1355413242,15,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",13,26279.1355413242,120,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",15,26279.1355413242,40,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",19,26279.1355413242,20,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",21,26279.1355413242,60,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Monday","(64,85]","HS_>3",22,26279.1355413242,15,0,0.0909090909090909,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_2",20,45963.9490332747,60,0,1,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_3",11,101564.392126934,15,1.77635686342492e-15,0.349221106830321,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_3",12,43851.2058144038,30,0,0.150778893169679,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_3",16,43851.2058144038,30,0,0.150778893169679,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_3",19,101564.392126934,30,3.55271372684983e-15,0.349221106830321,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_>3",0,84255.7705952885,20,0,0.073983371043877,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_>3",7,209981.186154063,30,3.55271370204116e-15,0.184380439437084,"Essential personal care","CohAge","HH_SIZE2"
"Thursday","(14,25]","HS_>3",8,58757.481938206,15,0,0.0515938143717041,"Essential personal care","CohAge","HH_SIZE2"
